"자동차 및 자동차용품","소계",모바일쇼핑,175923,190713,189836,182264,194557,188620,193668,175301,171551,175898,179384,169476,143390,155148,195846,188174,180806,178588,182063,184190,193869,181291,182146,159991,168577,178989,196285,163013,155840,162608,161106,164524,165784,158432,154523,141234,141978,146978,161479,141620,135226,112029,147953,146570,150319,135308,129400,113485,127192,154444,150745,116331,92873,80481,83810,87211,88169,85223,74510,65518,75232,88935,92106,69949,72216,65391,76341,70836,70078,62142,56188,49352,50140
"가구","소계",계,504609,482529,496208,450499,466900,457068,462274,466870,453938,470661,523988,523824,465259,476331,502014,491976,433686,454548,462023,462016,478397,490280,537072,499544,506444,466558,488985,466101,414917,448439,439632,427881,441534,420587,474721,448193,414516,423958,434833,430880,404081,433886,406514,417428,428034,421921,478891,471393,443167,479119,453877,451944,420552,427867,425914,429089,434575,442887,497188,434696,473875,487828,443711,446688,443504,406125,379171,392272,397567,398746,435871,375440,305596
"가구","소계",인터넷쇼핑,116329,115724,113027,103242,111845,94573,102305,103509,103081,114412,123501,123386,105203,119953,121439,118022,98105,106659,111173,107149,109724,123252,131470,116511,125097,119779,126198,116271,106318,116483,112914,113977,113649,110745,126110,113503,103684,117310,116530,112424,99931,109621,103874,104777,112692,111733,119727,117502,116648,128053,124021,119614,107186,115256,117128,121642,116616,121451,136085,115346,128857,143312,131046,128626,127333,117632,115979,117566,120344,122267,130124,116061,93010
"가구","소계",모바일쇼핑,388281,366805,383181,347257,355055,362495,359970,363361,350857,356248,400487,400438,360056,356378,380575,373954,335581,347889,350850,354866,368673,367028,405601,383033,381347,346780,362787,349831,308599,331956,326719,313904,327885,309842,348611,334690,310832,306648,318303,318457,304149,324265,302640,312650,315342,310188,359164,353892,326519,351067,329856,332330,313366,312611,308786,307447,317959,321435,361103,319350,345018,344516,312666,318062,316171,288493,263192,274706,277223,276478,305747,259379,212586
"애완용품","소계",계,259075,260123,252177,249962,255397,252158,253668,246536,242243,236925,244379,225495,238345,247863,241524,241398,225075,238184,236839,229510,233105,225873,230088,211993,231123,230053,226142,228741,211256,226226,218922,215490,217195,203800,213850,190844,206743,206586,200675,196331,192670,200606,188363,188369,187179,178635,187743,168644,177540,184107,174413,175109,165238,169974,165141,159458,158686,155935,158226,138320,158243,160729,145601,144256,139446,136638,138220,128447,126839,126422,126326,116642,114253
"애완용품","소계",인터넷쇼핑,44510,43463,42772,42886,43986,37842,39171,42683,42348,42755,45111,42589,38687,47147,48058,46045,40742,45950,43910,43225,42820,41941,42497,40009,44313,42489,44434,44600,39766,44821,41278,43452,42608,39999,42823,38620,40113,40773,39102,38918,30289,33049,28821,30221,31063,28803,30318,27694,33967,34234,35331,35561,30591,33839,32936,31730,31206,32268,33127,28542,32380,35220,33422,32149,30765,30187,31989,30076,28951,30436,29056,26502,26134
"애완용품","소계",모바일쇼핑,214565,216660,209405,207076,211411,214316,214497,203853,199895,194170,199268,182906,199658,200716,193465,195353,184333,192235,192928,186284,190284,183933,187590,171984,186810,187564,181707,184141,171490,181405,177644,172038,174586,163801,171027,152224,166631,165813,161573,157413,162380,167557,159542,158147,156115,149831,157424,140951,143573,149873,139082,139547,134647,136135,132206,127728,127480,123666,125099,109777,125863,125510,112179,112108,108682,106451,106231,98370,97888,95985,97271,90140,88118
"여행 및 교통서비스","소계",계,3240149,3052285,2901454,3115692,2855830,3015618,3048337,2698016,2857779,2748031,2722182,2701382,2974238,2807190,2638239,2825997,2639194,2916774,2891902,2652191,2904164,2590612,2603493,2610232,2809128,2677493,2496891,2588657,2560574,2692875,2664658,2435220,2554573,2235924,2160996,2122658,2201506,1758769,1575596,1633307,1502390,1713992,1673687,1509874,1514222,1297918,921597,781192,933931,967224,981279,889575,759768,787989,789194,789307,771440,690807,612314,569669,496568,469642,684439,678812,546396,780715,782008,582768,550677,439688,358058,684536,1404685
"여행 및 교통서비스","소계",인터넷쇼핑,1033252,908248,879933,1004420,828493,889100,900294,791690,850188,800003,795440,805337,903688,763231,708869,796878,728903,754644,786101,686731,829547,701536,703759,727298,801369,710319,665304,743006,728776,752046,722519,668743,723040,583974,567625,591872,585222,499580,451186,493918,457514,494988,499276,470423,465903,395581,255814,186689,208205,223718,251920,204380,179342,188488,188267,178431,177072,161947,126601,117466,89120,90366,149213,146471,104505,160661,157901,117662,108884,90801,101944,222219,456795
"여행 및 교통서비스","소계",모바일쇼핑,2206897,2144038,2021521,2111272,2027337,2126518,2148043,1906326,2007590,1948028,1926742,1896045,2070549,2043959,1929370,2029118,1910291,2162130,2105801,1965459,2074617,1889076,1899734,1882933,2007759,1967174,1831587,1845651,1831798,1940830,1942139,1766477,1831532,1651950,1593371,1530786,1616284,1259188,1124410,1139389,1044876,1219004,1174411,1039451,1048319,902337,665783,594503,725726,743506,729359,685194,580426,599501,600927,610876,594368,528860,485713,452203,407448,379276,535226,532341,441892,620054,624106,465106,441793,348887,256114,462317,947890
"문화 및 레저서비스","소계",계,285858,329207,282012,303499,251886,376798,329953,257944,272499,287492,232099,209357,231471,216513,254259,279236,332624,295926,277077,333784,246886,264095,260217,240691,209459,252936,259091,274599,224672,294926,277346,337062,265027,221453,206388,193320,200077,235088,202822,229605,215216,245879,265538,311577,252642,167986,113285,87068,123433,133937,173315,133035,88810,90357,80643,114356,90443,76061,77868,68847,29029,7443,69377,78827,40800,58876,78956,45366,53435,30750,21532,57759,156501
"문화 및 레저서비스","소계",인터넷쇼핑,99812,101733,106532,102611,99486,125346,125980,102030,110026,128647,95941,89578,90193,86451,102911,115916,163191,124932,114066,157276,104472,119171,120194,94538,83614,93422,115490,121233,101491,125694,106796,155880,113609,94969,86250,72645,68670,85344,86217,102970,99529,88123,93104,129024,100741,68769,52496,35905,47342,48321,71001,52466,30655,31005,29270,43239,32716,28977,28824,25595,10302,3484,30474,29574,12061,16459,27067,15397,18708,11059,7023,23350,55095
"문화 및 레저서비스","소계",모바일쇼핑,186046,227474,175480,200888,152401,251452,203973,155914,162473,158845,136158,119779,141278,130062,151348,163320,169432,170994,163011,176507,142414,144925,140023,146153,125845,159514,143600,153365,123181,169231,170550,181182,151418,126485,120138,120675,131407,149743,116605,126635,115687,157755,172433,182553,151901,99217,60789,51164,76091,85616,102314,80569,58155,59352,51373,71117,57727,47084,49044,43253,18727,3959,38903,49254,28739,42418,51889,29968,34728,19691,14510,34409,101406
"이쿠폰서비스","소계",계,562045,646867,562765,556916,524114,476660,513280,458926,513884,446594,487400,507745,586333,587409,539321,457424,513791,438127,527131,959637,971992,876287,878349,983800,918046,1007795,865533,848092,902173,780787,723811,747680,851625,767869,764511,722182,760223,784783,743226,617221,698777,612826,589275,515592,625029,555143,601335,562045,630161,647950,523554,464374,544673,494683,499345,496434,509423,455679,498738,490846,473998,538489,417358,371926,412319,362136,356229,322707,353267,346568,361009,334652,318519
"이쿠폰서비스","소계",인터넷쇼핑,53188,60081,51689,50213,55312,48660,48899,47550,48260,40816,54240,74300,73897,82451,76159,62095,51956,43259,88945,253578,271335,269307,252266,268869,256504,215183,198966,204392,225270,187070,157670,170930,185204,183043,172657,160448,136020,142893,126376,112295,117974,100859,82958,68872,84732,78325,83337,73667,78296,65821,47554,44770,50971,54536,57813,59267,54538,48575,63979,51311,55347,54688,55372,52542,52527,47782,54142,43979,46904,41765,50540,36803,36686
"이쿠폰서비스","소계",모바일쇼핑,508857,586786,511076,506703,468802,428000,464381,411376,465624,405778,433160,433445,512436,504958,463162,395329,461835,394868,438186,706059,700657,606980,626083,714931,661542,792612,666567,643700,676903,593717,566141,576750,666421,584826,591854,561734,624203,641890,616850,504926,580803,511967,506317,446720,540297,476818,517998,488378,551865,582129,476000,419604,493702,440147,441532,437167,454885,407104,434759,439535,418651,483801,361986,319384,359792,314354,302087,278728,306363,304803,310469,297849,281833
"음식서비스","소계",계,3819085,3828141,3515473,3576448,3329089,3686368,3576551,3450321,3483328,3214391,3383354,3102506,3442943,3528696,3092681,3158840,3153156,3449556,3229117,3048318,3031247,2815022,2953534,2810626,2930601,3050324,2703046,2738521,2651956,2883247,2856913,2592212,2647986,2550159,2558584,2451832,2687432,2763626,2497013,2577341,2406359,2711651,2723237,2498293,2504692,2529266,2879687,2697750,2848017,2883123,2407270,2597120,2491988,2724855,2658286,2196562,2341267,2134902,2111977,1946770,2166392,2198156,1643228,1546882,1604224,1677419,1378784,1253492,1320810,1263001,1252296,1135181,1063619
"음식서비스","소계",인터넷쇼핑,34593,36006,35126,37549,33451,42581,38673,30282,32126,29276,30883,28062,32161,35009,30893,32494,32215,35522,34088,31972,31508,30906,34035,33496,35427,38726,34868,36297,34447,38113,38771,35505,37653,37861,37550,35324,39623,40575,36591,37986,36595,42626,43126,39867,44575,43815,49492,49522,51266,54361,45502,55321,59192,58061,59661,51466,57461,53982,59810,60117,67562,87035,70275,68510,74261,84744,73213,68439,88284,77618,72457,69058,66559
"음식서비스","소계",모바일쇼핑,3784492,3792135,3480347,3538899,3295638,3643787,3537878,3420039,3451202,3185115,3352471,3074444,3410782,3493687,3061788,3126346,3120941,3414034,3195029,3016346,2999739,2784116,2919499,2777130,2895174,3011598,2668178,2702224,2617509,2845134,2818142,2556707,2610333,2512298,2521034,2416508,2647809,2723051,2460422,2539355,2369764,2669025,2680111,2458426,2460117,2485451,2830195,2648228,2796751,2828762,2361768,2541799,2432796,2666794,2598625,2145096,2283806,2080920,2052167,1886653,2098830,2111121,1572953,1478372,1529963,1592675,1305571,1185053,1232526,1185383,1179839,1066123,997060
"기타서비스","소계",계,164882,162578,161729,146478,228830,129011,131552,130641,129536,268285,325408,339291,343193,391654,357429,258099,280864,213033,209765,211609,215784,210112,167565,199073,227052,206002,206381,189356,231414,206882,176305,162277,162922,174491,145906,148298,157403,197819,236925,202852,264009,200805,222615,207743,196430,193552,202627,179230,168309,151394,136609,142147,224920,203378,207668,194354,163733,151005,270543,181705,178931,143767,134682,161062,142442,164299,114718,104283,98988,124663,75497,157638,168271
"기타서비스","소계",인터넷쇼핑,83826,94526,83484,74947,153794,63804,66572,69111,63069,135087,171667,174834,168564,216638,172332,132743,168225,101697,118872,102701,97880,104252,80083,93010,114636,109029,103356,95993,151010,97792,79281,76889,69670,77544,67187,70954,76993,102496,110849,99534,157004,83021,96900,89966,77519,80340,86749,76792,81181,65805,57437,58273,125469,76718,80773,74630,58345,63613,113918,74512,79824,68685,55002,96795,76210,62924,46303,43133,37734,49637,32133,64288,75099
"기타서비스","소계",모바일쇼핑,81056,68051,78245,71531,75037,65207,64981,61530,66468,133198,153741,164457,174629,175017,185097,125356,112639,111336,90893,108908,117904,105860,87481,106063,112416,96973,103025,93363,80404,109090,97023,85388,93251,96947,78719,77343,80410,95323,126075,103319,107004,117784,125715,117777,118911,113212,115878,102439,87128,85589,79172,83875,99451,126660,126896,119724,105388,87393,156626,107192,99107,75082,79680,64267,66232,101375,68415,61150,61255,75026,43364,93350,93172
"기타","소계",계,257500,264858,270369,243613,237083,224015,233580,244032,256365,246624,252575,221904,218733,257588,260851,255175,248267,216149,232298,230042,251705,264275,253392,220863,233372,308134,337165,310918,278243,302162,296819,263733,285003,311376,298547,263367,294192,321267,290291,280544,279356,298040,298550,274668,288946,294157,304252,289580,279701,330100,280987,276798,261694,262588,283703,274226,312544,300727,374382,285156,290585,366562,351233,316098,337233,384115,331894,310461,345233,258478,324693,323190,356840
"기타","소계",인터넷쇼핑,68904,83267,115955,111440,106286,66653,102413,72130,73140,93189,87395,68196,62085,82443,86902,81615,78855,72452,83392,76049,86082,93450,88997,78701,84624,101963,109498,115658,93301,98979,100153,92935,87406,95994,95301,82198,83438,102391,93419,90865,77614,84085,86644,77836,83007,86962,88502,79891,82200,118920,100528,99223,93084,99717,115173,112787,105681,107097,146572,113062,104395,149869,138622,128928,117424,124467,124934,123498,127079,105643,130698,115865,143693
"기타","소계",모바일쇼핑,188595,181592,154413,132172,130797,157363,131167,171902,183225,153435,165180,153707,156648,175145,173948,173559,169412,143697,148906,153993,165622,170824,164395,142162,148747,206171,227668,195260,184942,203183,196665,170797,197596,215381,203246,181168,210753,218876,196872,189679,201742,213955,211906,196832,205939,207195,215750,209689,197502,211181,180459,177575,168609,162871,168530,161439,206864,193630,227810,172094,186190,216693,212611,187170,219809,259648,206960,186963,218155,152835,193996,207325,213148
